index_name,date,open,high,low,close,volume,change_pct
KSE100,2014-05-05,28926.70,28957.33,28520.48,28629.63,111270000,-1.01
KSE100,2014-05-06,28634.04,28652.56,28339.24,28383.20,82180000,-0.86
KSE100,2014-05-07,28383.30,28509.21,28297.93,28330.03,98050000,-0.19
KSE100,2014-05-08,28332.44,28530.44,28286.24,28511.02,76400000,0.64
KSE100,2014-05-09,28550.87,28670.38,28438.71,28494.54,80190000,-0.06
KSE100,2014-05-12,28494.54,28628.88,28324.56,28343.88,51410000,-0.53
KSE100,2014-05-13,28343.88,28486.71,28306.55,28411.49,86090000,0.24
KSE100,2014-05-14,28441.94,28653.95,28424.90,28528.19,57200000,0.41
KSE100,2014-05-15,28546.25,28944.07,28546.25,28843.02,174970000,1.10
KSE100,2014-05-16,28926.43,29032.28,28854.18,28883.33,94690000,0.14
KSE100,2014-05-19,28902.41,28968.81,28842.81,28951.38,66090000,0.24
KSE100,2014-05-20,28965.09,29030.95,28793.15,28842.92,80970000,-0.37
KSE100,2014-05-21,28848.94,28967.46,28738.04,28760.12,171170000,-0.29
KSE100,2014-05-22,28769.26,28928.25,28716.73,28741.55,95830000,-0.06
KSE100,2014-05-23,28757.96,28843.34,28719.39,28756.00,68690000,0.05
KSE100,2014-05-26,28755.14,29040.86,28755.14,29020.48,71280000,0.92
KSE100,2014-05-27,29024.96,29175.69,29016.95,29048.21,122510000,0.10
KSE100,2014-05-28,29057.99,29142.79,28963.38,28987.32,142970000,-0.21
KSE100,2014-05-29,29032.24,29602.61,29029.22,29543.58,250510000,1.92
KSE100,2014-05-30,29632.38,29854.76,29611.39,29737.69,240940000,0.66
KSE100,2014-06-02,29732.79,29925.61,29574.98,29789.85,194530000,0.18
KSE100,2014-06-03,29799.66,29938.93,29003.58,29504.98,221340000,-0.96
KSE100,2014-06-04,29524.93,29649.25,29328.29,29452.23,175660000,-0.18
KSE100,2014-06-05,29486.75,29695.88,29332.79,29417.20,167530000,-0.12
KSE100,2014-06-06,29422.21,29720.55,29422.21,29509.11,144840000,0.31
KSE100,2014-06-09,29559.30,29689.00,29442.72,29472.52,90110000,-0.12
KSE100,2014-06-10,29511.44,29641.21,29432.41,29540.72,174540000,0.23
KSE100,2014-06-11,29573.83,29842.52,29573.83,29783.30,233410000,0.82
KSE100,2014-06-12,29784.58,29859.79,29718.06,29766.38,137200000,-0.06
KSE100,2014-06-13,29775.35,29845.86,29713.68,29730.86,134250000,-0.12
KSE100,2014-06-16,29733.69,29780.79,29626.57,29651.04,83810000,-0.27
KSE100,2014-06-17,29666.18,29787.27,29296.55,29324.60,88470000,-1.10
KSE100,2014-06-18,29430.77,29479.92,29140.52,29157.98,108130000,-0.57
KSE100,2014-06-19,29159.17,29212.99,28553.91,28674.37,138960000,-1.66
KSE100,2014-06-20,28667.65,28841.39,28623.99,28691.84,90570000,0.06
KSE100,2014-06-23,28650.47,29008.04,28518.45,28999.03,96050000,1.07
KSE100,2014-06-24,29010.76,29094.05,28956.36,29057.44,118440000,0.20
KSE100,2014-06-25,29054.73,29207.57,28922.03,28981.34,141230000,-0.26
KSE100,2014-06-26,29060.60,29203.74,29031.76,29188.53,115470000,0.71
KSE100,2014-06-27,29213.78,29374.13,29073.43,29343.76,99710000,0.53
KSE100,2014-06-30,29446.02,29722.12,29330.21,29652.53,125570000,1.05
KSE100,2014-07-01,29691.61,29805.97,29648.13,29701.58,61060000,0.17
KSE100,2014-07-02,29718.93,29799.40,29603.15,29676.80,85280000,-0.08
KSE100,2014-07-03,29685.39,29752.01,29611.39,29697.79,50200000,0.07
KSE100,2014-07-04,29712.28,29766.92,29595.48,29619.84,47810000,-0.26
KSE100,2014-07-07,29631.76,29645.70,29496.23,29528.96,53000000,-0.31
KSE100,2014-07-08,29539.87,29547.11,29411.88,29497.57,41380000,-0.11
KSE100,2014-07-09,29501.56,29524.06,29454.87,29477.29,27030000,-0.07
KSE100,2014-07-10,29484.15,29484.15,29298.67,29353.12,46220000,-0.42
KSE100,2014-07-11,29359.94,29383.30,29298.59,29318.06,40100000,-0.12
KSE100,2014-07-14,29321.88,29731.38,29312.00,29705.07,61060000,1.32
KSE100,2014-07-15,29744.38,29813.41,29674.22,29683.97,67350000,-0.07
KSE100,2014-07-16,29686.05,29832.90,29655.39,29776.17,83490000,0.31
KSE100,2014-07-17,29818.45,30202.97,29818.45,30177.11,152930000,1.35
KSE100,2014-07-18,30195.38,30273.53,30138.90,30224.89,102760000,0.16
KSE100,2014-07-21,30278.60,30493.33,30278.60,30413.23,158460000,0.62
KSE100,2014-07-22,30436.48,30476.36,30336.06,30402.09,110620000,-0.04
KSE100,2014-07-23,30432.26,30615.73,30432.26,30465.43,92400000,0.21
KSE100,2014-07-24,30488.49,30639.78,30395.62,30474.75,183700000,0.03
KSE100,2014-07-28,30485.28,30494.01,30217.40,30314.07,83370000,-0.53
KSE100,2014-08-04,30217.12,30217.12,29435.84,29647.83,181740000,-2.20
KSE100,2014-08-05,29668.81,29851.24,29620.60,29676.41,96270000,0.10
KSE100,2014-08-06,29654.56,29656.74,29299.18,29382.97,67180000,-0.99
KSE100,2014-08-07,29399.39,29553.89,29256.14,29537.04,81240000,0.52
KSE100,2014-08-08,29551.29,29631.43,29367.43,29380.50,45870000,-0.53
KSE100,2014-08-11,29246.28,29246.28,28037.37,28071.41,163400000,-4.46
KSE100,2014-08-12,28011.99,28466.79,27519.36,28304.50,168610000,0.83
KSE100,2014-08-13,28268.96,28636.13,28193.35,28505.55,96450000,0.71
KSE100,2014-08-15,28620.86,28941.11,28555.64,28917.75,73840000,1.45
KSE100,2014-08-18,28852.88,29169.21,28681.35,28852.15,87110000,-0.23
KSE100,2014-08-19,28815.48,28815.48,28286.19,28630.12,101090000,-0.77
KSE100,2014-08-20,28486.98,28894.66,28435.12,28664.84,107780000,0.12
KSE100,2014-08-21,28690.77,29240.18,28690.77,28865.25,101160000,0.70
KSE100,2014-08-22,28877.41,29024.25,28814.74,28871.75,37290000,0.02
KSE100,2014-08-25,28864.81,28864.81,28496.26,28519.34,47200000,-1.22
KSE100,2014-08-26,28524.52,28609.94,28215.28,28243.59,49670000,-0.97
KSE100,2014-08-27,28246.63,28307.77,27584.85,27811.35,94800000,-1.53
KSE100,2014-08-28,27697.13,27866.32,27354.12,27774.43,85160000,-0.13
KSE100,2014-08-29,28338.48,28838.01,28242.81,28567.74,143740000,2.86
KSE100,2014-09-01,28524.07,28577.02,28181.69,28493.74,89780000,-0.26
KSE100,2014-09-02,28620.56,29284.64,28620.56,29260.29,131870000,2.69
KSE100,2014-09-03,29408.68,29651.64,29349.78,29595.55,136300000,1.15
KSE100,2014-09-04,29600.98,29774.28,29524.20,29604.30,128680000,0.03
KSE100,2014-09-05,29605.23,29659.35,29467.97,29513.78,95110000,-0.31
KSE100,2014-09-08,29530.13,29728.41,29530.13,29585.60,49060000,0.24
KSE100,2014-09-09,29621.60,29868.19,29621.60,29728.91,71480000,0.48
KSE100,2014-09-10,29730.80,29816.20,29665.90,29691.31,56340000,-0.13
KSE100,2014-09-11,29702.24,29905.83,29682.91,29858.37,86820000,0.56
KSE100,2014-09-12,29891.37,30147.05,29889.40,30044.89,104320000,0.62
KSE100,2014-09-15,30044.87,30095.19,29890.36,30070.13,68540000,0.08
KSE100,2014-09-16,30101.55,30276.05,30027.13,30180.30,146820000,0.37
KSE100,2014-09-17,30184.60,30266.78,30048.70,30136.57,108690000,-0.14
KSE100,2014-09-18,30148.86,30191.74,30047.01,30094.16,131490000,-0.14
KSE100,2014-09-19,30104.66,30184.79,29974.22,30015.80,70310000,-0.26
KSE100,2014-09-22,30047.29,30110.70,29982.73,29993.87,41210000,-0.07
KSE100,2014-09-23,29974.29,30200.14,29955.60,30143.77,82470000,0.50
KSE100,2014-09-24,30144.91,30340.74,30082.57,30095.80,103680000,-0.16
KSE100,2014-09-25,30095.47,30167.13,29849.37,29940.27,71900000,-0.52
KSE100,2014-09-26,29973.56,30039.06,29666.91,29705.65,86490000,-0.78
KSE100,2014-09-29,29693.43,29693.43,29336.35,29383.13,47070000,-1.09
KSE100,2014-09-30,29389.99,29745.11,29376.31,29726.39,60390000,1.17
KSE100,2014-10-01,29727.80,30001.30,29727.80,29996.61,72100000,0.91
KSE100,2014-10-02,30150.93,30150.93,30038.64,30071.58,107310000,0.25
KSE100,2014-10-03,30085.99,30179.30,30041.60,30103.23,56760000,0.11
KSE100,2014-10-09,30115.13,30123.03,29964.20,29978.94,52510000,-0.41
KSE100,2014-10-10,29985.00,30191.15,29955.09,30158.63,107520000,0.60
KSE100,2014-10-13,30220.59,30444.35,30218.90,30394.41,123550000,0.78
KSE100,2014-10-14,30396.97,30518.32,30338.63,30355.22,118620000,-0.13
KSE100,2014-10-15,30392.13,30403.51,30044.21,30120.99,103410000,-0.77
KSE100,2014-10-16,30124.28,30195.61,29943.67,29982.45,80320000,-0.46
KSE100,2014-10-17,29992.15,30162.64,29839.36,29883.10,84660000,-0.33
KSE100,2014-10-20,29922.38,29925.18,29672.97,29711.12,59830000,-0.58
KSE100,2014-10-21,29751.27,29928.11,29640.34,29694.27,71040000,-0.06
KSE100,2014-10-22,29802.81,30025.82,29802.81,29940.39,110960000,0.83
KSE100,2014-10-23,29956.33,30049.22,29938.26,30025.13,108460000,0.28
KSE100,2014-10-24,30048.90,30242.17,30048.90,30098.49,113370000,0.24
KSE100,2014-10-27,30131.49,30253.85,30113.32,30238.96,90050000,0.47
KSE100,2014-10-28,30273.44,30367.69,30198.17,30225.62,101470000,-0.04
KSE100,2014-10-29,30288.21,30349.45,30083.60,30113.24,169320000,-0.37
KSE100,2014-10-30,30139.06,30259.75,30103.91,30204.09,81190000,0.30
KSE100,2014-10-31,30271.69,30384.21,30205.90,30376.53,74530000,0.57
KSE100,2014-11-05,30398.05,30704.95,30398.05,30593.31,133850000,0.71
KSE100,2014-11-06,30626.75,30821.29,30614.40,30663.78,211620000,0.23
KSE100,2014-11-07,30693.70,30999.71,30672.31,30930.04,158280000,0.87
KSE100,2014-11-10,30954.56,31395.01,30954.56,31281.83,195450000,1.14
KSE100,2014-11-11,31286.73,31372.16,31233.37,31303.63,130940000,0.07
KSE100,2014-11-12,31327.83,31746.54,31327.83,31629.20,201460000,1.04
KSE100,2014-11-13,31648.96,31855.83,31391.65,31441.82,160840000,-0.59
KSE100,2014-11-14,31448.13,31494.96,31293.97,31344.07,147140000,-0.31
KSE100,2014-11-17,31381.04,31765.91,31381.04,31702.79,172780000,1.14
KSE100,2014-11-18,31765.02,32021.99,31661.88,32006.40,212120000,0.96
KSE100,2014-11-19,32072.32,32224.79,31697.78,31756.29,187620000,-0.78
KSE100,2014-11-20,31760.80,31760.80,31026.52,31239.04,180060000,-1.63
KSE100,2014-11-21,31257.68,31545.27,31257.68,31494.84,89550000,0.82
KSE100,2014-11-24,31498.35,31615.59,31303.10,31316.96,115760000,-0.56
KSE100,2014-11-25,31314.97,31314.97,30943.32,31223.74,103080000,-0.30
KSE100,2014-11-26,31241.66,31534.90,31181.65,31454.47,145710000,0.74
KSE100,2014-11-27,31480.18,31545.14,31227.07,31270.10,117330000,-0.59
KSE100,2014-11-28,31270.81,31282.59,31075.48,31197.98,166380000,-0.23
KSE100,2014-12-01,31188.24,31441.22,31139.40,31299.72,238690000,0.33
KSE100,2014-12-02,31425.11,31721.83,31425.11,31680.72,201900000,1.22
KSE100,2014-12-03,31709.37,31932.06,31709.37,31872.73,257480000,0.61
KSE100,2014-12-04,31910.63,32236.52,31910.63,32090.93,270540000,0.68
KSE100,2014-12-05,32100.45,32315.56,32086.01,32148.78,194560000,0.18
KSE100,2014-12-08,32152.96,32206.12,31979.63,32010.33,120380000,-0.43
KSE100,2014-12-09,32010.76,32098.60,31815.83,32084.16,209730000,0.23
KSE100,2014-12-10,32108.98,32186.06,31760.72,31781.65,173170000,-0.94
KSE100,2014-12-11,31841.93,32076.33,31755.28,31779.75,156840000,-0.01
KSE100,2014-12-12,31748.20,31748.20,31543.29,31589.82,133560000,-0.60
KSE100,2014-12-15,31586.63,31720.94,31509.78,31690.10,144750000,0.32
KSE100,2014-12-16,31688.27,31716.79,30808.39,30876.28,186130000,-2.57
KSE100,2014-12-17,30894.29,31141.13,30562.27,30667.14,143460000,-0.68
KSE100,2014-12-18,30708.38,31152.94,30708.38,30827.45,126780000,0.52
KSE100,2014-12-19,30859.11,31034.79,30756.22,31011.15,90680000,0.60
KSE100,2014-12-22,31080.50,31597.63,31080.50,31491.62,131699999,1.55
KSE100,2014-12-23,31531.04,31770.09,31490.67,31750.38,169850000,0.82
KSE100,2014-12-24,31807.63,32019.45,31807.63,32000.01,200250000,0.79
KSE100,2014-12-26,32068.63,32141.74,31933.30,31993.01,151930000,-0.02
KSE100,2014-12-29,31999.89,32075.63,31888.78,31906.74,142480000,-0.27
KSE100,2014-12-30,31921.52,31988.96,31765.31,31953.90,146940000,0.15
KSE100,2014-12-31,31971.05,32192.77,31971.05,32131.28,145790000,0.56
KSE100,2015-01-01,32148.65,32503.81,32134.82,32503.80,157340000,1.16
KSE100,2015-01-02,32531.80,32776.39,32465.49,32731.61,235200000,0.70
KSE100,2015-01-05,32751.46,32866.40,32664.15,32757.79,248960000,0.08
KSE100,2015-01-06,32713.51,32834.43,32558.70,32668.73,173640000,-0.27
KSE100,2015-01-07,32685.41,32906.17,32639.84,32835.94,175310000,0.51
KSE100,2015-01-08,32887.82,33142.93,32887.82,33117.47,188420000,0.86
KSE100,2015-01-09,33163.45,33473.55,33163.45,33324.82,230180000,0.63
KSE100,2015-01-12,33341.54,33513.92,33339.28,33418.20,150020000,0.28
KSE100,2015-01-13,33423.82,33423.82,33167.95,33371.29,138600000,-0.14
KSE100,2015-01-14,33403.95,33628.22,33403.95,33585.75,217290000,0.64
KSE100,2015-01-15,33688.29,33941.51,33688.29,33765.61,220160000,0.54
KSE100,2015-01-16,33771.50,33954.88,33724.65,33786.44,215170000,0.06
KSE100,2015-01-19,33790.56,34120.92,33790.56,34014.26,174970000,0.67
KSE100,2015-01-20,34046.63,34185.48,33893.17,34121.30,194950000,0.31
KSE100,2015-01-21,34133.62,34395.19,34133.62,34329.50,241030000,0.61
KSE100,2015-01-22,34342.29,34414.81,34101.44,34146.97,212300000,-0.53
KSE100,2015-01-23,34149.10,34194.93,33978.30,34026.59,138100000,-0.35
KSE100,2015-01-26,34058.45,34589.28,34058.45,34466.53,249090000,1.29
KSE100,2015-01-27,34530.36,34626.87,34383.74,34538.45,255710000,0.21
KSE100,2015-01-28,34535.31,34621.54,34353.78,34386.86,162990000,-0.44
KSE100,2015-01-29,34398.41,34502.19,34368.25,34408.73,147270000,0.06
KSE100,2015-01-30,34446.56,34620.53,34348.47,34443.87,274970000,0.10
KSE100,2015-02-02,34476.00,34733.27,34476.00,34676.31,234970000,0.67
KSE100,2015-02-03,34709.75,34844.80,34633.88,34826.51,201110000,0.43
KSE100,2015-02-04,34940.58,35055.94,34595.30,34672.25,230120000,-0.44
KSE100,2015-02-06,34718.11,34844.20,34619.57,34656.94,165610000,-0.04
KSE100,2015-02-09,34697.71,34787.29,34556.08,34570.30,182410000,-0.25
KSE100,2015-02-10,34621.30,34731.94,34181.02,34432.89,151280000,-0.40
KSE100,2015-02-11,34435.51,34564.56,34160.47,34203.99,160030000,-0.66
KSE100,2015-02-12,34191.23,34237.14,33493.52,33786.42,212570000,-1.22
KSE100,2015-02-13,33825.45,34123.78,33784.58,33943.20,159540000,0.46
KSE100,2015-02-16,33943.20,34031.80,33633.32,33796.44,102810000,-0.43
KSE100,2015-02-17,33827.23,34036.31,33721.84,33801.10,146900000,0.01
KSE100,2015-02-18,33815.90,33912.83,33589.41,33718.86,114620000,-0.24
KSE100,2015-02-19,33749.34,33988.16,33641.99,33942.27,137160000,0.66
KSE100,2015-02-20,34028.78,34143.75,33912.96,33993.00,161980000,0.15
KSE100,2015-02-23,34020.10,34063.24,33899.26,33926.70,93590000,-0.20
KSE100,2015-02-24,33927.61,34024.05,33870.01,33895.46,96960000,-0.09
KSE100,2015-02-25,33900.65,34017.97,33825.20,33845.30,84110000,-0.15
KSE100,2015-02-26,33845.05,33996.73,33701.79,33762.80,105340000,-0.24
KSE100,2015-02-27,33802.83,33893.82,33580.07,33632.19,137800000,-0.39
KSE100,2015-03-02,33680.27,33717.15,33125.03,33213.58,104300000,-1.24
KSE100,2015-03-03,33213.58,33292.90,32811.75,33188.77,143950000,-0.07
KSE100,2015-03-04,33271.44,33464.70,33161.69,33242.94,128710000,0.16
KSE100,2015-03-05,33256.55,33406.29,33246.12,33368.83,124470000,0.38
KSE100,2015-03-06,33382.69,33474.06,33239.43,33263.66,87830000,-0.32
KSE100,2015-03-09,33273.62,33305.26,32832.55,32860.57,71200000,-1.21
KSE100,2015-03-10,32899.31,32899.31,32531.13,32566.59,88050000,-0.89
KSE100,2015-03-11,32437.92,32604.10,32198.87,32539.61,111610000,-0.08
KSE100,2015-03-12,32545.02,32715.79,32443.72,32582.68,102310000,0.13
KSE100,2015-03-13,32622.08,32960.35,32622.08,32929.09,110290000,1.06
KSE100,2015-03-16,32931.51,32961.84,32396.41,32454.91,79450000,-1.44
KSE100,2015-03-17,32471.39,32519.82,32104.50,32342.26,88180000,-0.35
KSE100,2015-03-18,32349.63,32416.99,31338.29,31524.98,140750000,-2.53
KSE100,2015-03-19,31514.89,31607.79,31395.07,31451.62,66599999,-0.23
KSE100,2015-03-20,31478.67,31925.05,31478.67,31800.26,101280000,1.11
KSE100,2015-03-24,31944.02,32070.98,31259.41,31310.73,90440000,-1.54
KSE100,2015-03-25,31330.82,31405.77,31044.08,31086.51,67380000,-0.72
KSE100,2015-03-26,31187.39,31358.58,30172.93,30678.97,193250000,-1.31
KSE100,2015-03-27,30734.05,30828.20,29847.26,29957.83,150930000,-2.35
KSE100,2015-03-30,29879.63,29879.63,28648.23,28927.04,207040000,-3.44
KSE100,2015-03-31,28921.76,30246.77,28921.76,30233.87,190790000,4.52
KSE100,2015-04-01,30269.74,30951.34,30025.84,30605.05,202660000,1.23
KSE100,2015-04-02,30680.29,31169.72,30680.29,31132.25,147100000,1.72
KSE100,2015-04-03,31153.56,31460.55,31115.49,31413.96,195710000,0.90
KSE100,2015-04-06,31442.78,31787.94,31341.88,31752.17,183050000,1.08
KSE100,2015-04-07,31758.79,31848.34,31516.99,31600.73,199600000,-0.48
KSE100,2015-04-08,31676.27,32073.93,31676.27,31887.30,199750000,0.91
KSE100,2015-04-09,31902.46,32043.60,31710.15,32013.91,159480000,0.40
KSE100,2015-04-10,32032.02,32544.43,32032.02,32350.93,211990000,1.05
KSE100,2015-04-13,32354.27,32396.32,32180.47,32248.45,215930000,-0.32
KSE100,2015-04-14,32253.09,32286.65,32050.44,32109.87,180210000,-0.43
KSE100,2015-04-15,32257.04,32430.50,32117.63,32248.86,163780000,0.43
KSE100,2015-04-16,32264.60,32760.56,32264.60,32736.43,272200000,1.51
KSE100,2015-04-17,32762.35,33326.61,32707.34,33234.73,302680000,1.52
KSE100,2015-04-20,33264.54,33649.52,33229.93,33304.64,284270000,0.21
KSE100,2015-04-21,33299.70,33365.32,32826.45,33035.77,196170000,-0.81
KSE100,2015-04-22,33070.13,33615.19,33061.24,33490.64,229560000,1.38
KSE100,2015-04-23,33529.26,33711.84,33399.02,33456.74,226470000,-0.10
KSE100,2015-04-24,33459.01,33803.88,33459.01,33775.12,165280000,0.95
KSE100,2015-04-27,33814.60,33970.73,33804.46,33844.29,174920000,0.20
KSE100,2015-04-28,33848.17,33968.22,33544.92,33575.94,205280000,-0.79
KSE100,2015-04-29,33572.99,33681.05,33435.21,33460.01,158800000,-0.35
KSE100,2015-04-30,33475.95,33760.41,33475.95,33729.96,143910000,0.81
KSE100,2015-05-04,33823.49,34020.30,33627.57,33723.53,155540000,-0.02
KSE100,2015-05-05,33731.91,33768.44,33384.83,33533.64,131970000,-0.56
KSE100,2015-05-06,33638.17,33925.90,33638.17,33839.28,155430000,0.91
KSE100,2015-05-07,33839.55,33885.57,33619.82,33742.88,93300000,-0.28
KSE100,2015-05-08,33700.16,33700.16,33503.32,33530.30,99030000,-0.63
KSE100,2015-05-11,33528.38,33541.59,32416.79,32506.36,163820000,-3.05
KSE100,2015-05-12,32489.87,33087.48,32354.01,33023.80,126880000,1.59
KSE100,2015-05-13,33091.18,33230.46,32891.13,32915.44,98780000,-0.33
KSE100,2015-05-14,32948.58,33226.02,32948.58,33103.73,109670000,0.57
KSE100,2015-05-15,33104.49,33133.90,32953.76,33039.19,117800000,-0.19
KSE100,2015-05-18,33054.61,33098.66,32843.66,32886.06,59860000,-0.46
KSE100,2015-05-19,32892.17,33049.83,32673.64,32729.55,58490000,-0.48
KSE100,2015-05-20,32729.55,32729.55,32569.38,32599.00,84550000,-0.40
KSE100,2015-05-21,32611.65,32688.82,32556.73,32617.74,43630000,0.06
KSE100,2015-05-22,32637.72,32750.02,32529.05,32605.62,42940000,-0.04
KSE100,2015-05-25,32657.32,32871.86,32477.98,32707.22,142490000,0.31
KSE100,2015-05-26,32739.80,32771.28,32419.14,32510.35,69250000,-0.60
KSE100,2015-05-27,32680.18,32922.56,32649.06,32842.59,139200000,1.02
KSE100,2015-05-28,32850.07,32850.07,32671.91,32763.48,83570000,-0.24
KSE100,2015-05-29,32763.48,33130.92,32763.48,33056.79,189130000,0.90
KSE100,2015-06-01,33109.46,33583.33,33108.35,33563.38,174160000,1.53
KSE100,2015-06-02,33620.72,34016.12,33620.72,33895.34,213800000,0.99
KSE100,2015-06-03,33946.27,34119.13,33859.16,33908.62,153180000,0.04
KSE100,2015-06-04,33931.66,34156.13,33926.54,34085.74,204580000,0.52
KSE100,2015-06-05,34091.50,34148.43,33970.98,34012.49,168890000,-0.21
KSE100,2015-06-08,33928.37,34235.94,33137.30,34151.11,282030000,0.41
KSE100,2015-06-09,34240.98,34497.56,34224.45,34270.28,247180000,0.35
KSE100,2015-06-10,34346.70,34531.60,34196.24,34323.84,200780000,0.16
KSE100,2015-06-11,34328.60,34744.17,34328.60,34594.70,208360000,0.79
KSE100,2015-06-12,34600.02,34727.37,34576.41,34651.29,185140000,0.16
KSE100,2015-06-15,34715.03,34869.06,34634.38,34710.29,364950000,0.17
KSE100,2015-06-16,34709.71,34739.17,34448.29,34516.30,337860000,-0.56
KSE100,2015-06-17,34516.07,34630.74,34429.08,34482.00,328190000,-0.10
KSE100,2015-06-18,34482.00,34763.69,34482.00,34674.61,197290000,0.56
KSE100,2015-06-19,34670.76,34710.47,34486.65,34526.70,83030000,-0.43
KSE100,2015-06-22,34530.59,34534.26,34069.64,34278.42,104760000,-0.72
KSE100,2015-06-23,34277.76,34345.75,34129.88,34133.83,163560000,-0.42
KSE100,2015-06-24,34193.18,34400.67,34193.18,34331.94,179600000,0.58
KSE100,2015-06-25,34333.25,34370.12,34034.76,34077.92,178140000,-0.74
KSE100,2015-06-26,34076.04,34114.32,33857.75,33885.13,205920000,-0.57
KSE100,2015-06-29,33899.90,34141.54,33808.20,34093.55,128160000,0.62
KSE100,2015-06-30,34104.60,34444.19,34104.60,34398.86,173890000,0.90
KSE100,2015-07-01,34432.55,34878.04,34432.55,34843.60,167210000,1.29
KSE100,2015-07-02,34849.64,35236.18,34849.64,35186.56,172030000,0.98
KSE100,2015-07-03,35209.09,35543.48,35209.09,35456.35,227670000,0.77
KSE100,2015-07-06,35476.38,35544.21,35291.08,35502.28,230860000,0.13
KSE100,2015-07-07,35529.92,35637.48,35431.43,35537.69,246540000,0.10
KSE100,2015-07-08,35550.79,35581.03,35250.33,35328.83,217420000,-0.59
KSE100,2015-07-09,35333.39,35365.97,35126.70,35147.13,180480000,-0.51
KSE100,2015-07-10,35147.09,35371.22,35091.73,35112.29,145120000,-0.10
KSE100,2015-07-13,35115.45,35559.95,35010.93,35496.62,155680000,1.09
KSE100,2015-07-14,35523.94,35725.16,35371.58,35446.89,167940000,-0.14
KSE100,2015-07-15,35436.55,35722.76,35430.82,35699.75,177440000,0.71
KSE100,2015-07-16,35698.52,36030.92,35698.52,35887.66,178360000,0.53
KSE100,2015-07-22,35905.66,36110.76,35905.66,36056.68,245420000,0.47
KSE100,2015-07-23,36056.68,36114.96,35876.78,35934.99,234750000,-0.34
KSE100,2015-07-24,35936.31,35982.13,35759.99,35815.20,184060000,-0.33
KSE100,2015-07-27,35814.16,35889.53,35140.43,35175.49,164800000,-1.79
KSE100,2015-07-28,35161.33,35443.17,35051.97,35274.66,149100000,0.28
KSE100,2015-07-29,35287.89,35785.65,35287.89,35676.49,173550000,1.14
KSE100,2015-07-30,35678.91,35996.36,35508.82,35730.01,179130000,0.15
KSE100,2015-07-31,35739.83,35824.62,35626.90,35741.52,143680000,0.03
KSE100,2015-08-03,35782.17,35839.97,35703.25,35824.56,101010000,0.23
KSE100,2015-08-04,35827.37,35959.12,35653.16,35921.71,163030000,0.27
KSE100,2015-08-05,36011.77,36265.99,35965.73,36156.83,168730000,0.65
KSE100,2015-08-06,36180.21,36471.59,36180.21,36228.88,177310000,0.20
KSE100,2015-08-07,36245.79,36327.24,36140.95,36222.63,144480000,-0.02
KSE100,2015-08-10,36230.37,36332.67,36037.47,36084.67,119870000,-0.38
KSE100,2015-08-11,36107.84,36271.99,36107.84,36205.94,139150000,0.34
KSE100,2015-08-12,36230.51,36309.97,35868.41,35892.77,131500000,-0.86
KSE100,2015-08-13,35911.30,36052.49,35887.73,35937.33,159010000,0.12
KSE100,2015-08-17,35941.23,36007.16,35580.94,35588.05,157260000,-0.97
KSE100,2015-08-18,35593.79,35762.93,35408.02,35546.03,160420000,-0.12
KSE100,2015-08-19,35598.32,35768.59,35438.05,35461.58,120920000,-0.24
KSE100,2015-08-20,35446.17,35466.51,35137.45,35219.59,175220000,-0.68
KSE100,2015-08-21,35206.11,35278.88,34275.61,34519.77,189420000,-1.99
KSE100,2015-08-24,34211.36,34211.36,33027.82,33100.34,194660000,-4.11
KSE100,2015-08-25,33072.01,33834.88,32882.75,33798.80,272240000,2.11
KSE100,2015-08-26,33867.39,34020.98,33433.50,33537.42,157560000,-0.77
KSE100,2015-08-27,33547.12,34003.98,33547.12,33961.29,137180000,1.26
KSE100,2015-08-28,34021.04,34496.13,34021.04,34447.47,175610000,1.43
KSE100,2015-08-31,34558.30,34810.75,34316.17,34726.51,178400000,0.81
KSE100,2015-09-01,34713.76,34912.45,34335.03,34456.34,177480000,-0.78
KSE100,2015-09-02,34309.07,34402.92,34122.48,34309.76,125690000,-0.43
KSE100,2015-09-03,34389.15,34610.75,34323.25,34397.33,129169999,0.26
KSE100,2015-09-04,34437.55,34629.64,33590.19,33891.08,113720000,-1.47
KSE100,2015-09-07,33876.81,33876.81,32760.76,32944.48,122430000,-2.79
KSE100,2015-09-08,32923.11,33503.75,32646.78,33474.17,166160000,1.61
KSE100,2015-09-09,33644.81,33865.55,33546.79,33830.36,99270000,1.06
KSE100,2015-09-10,33833.02,33853.35,33508.38,33792.37,75540000,-0.11
KSE100,2015-09-11,33797.02,34017.80,33636.76,33672.72,70090000,-0.35
KSE100,2015-09-14,33674.48,33850.40,33333.38,33384.73,59670000,-0.86
KSE100,2015-09-15,33379.99,33417.63,33107.50,33191.46,73350000,-0.58
KSE100,2015-09-16,33193.56,33398.04,33193.56,33345.56,50320000,0.46
KSE100,2015-09-17,33483.42,33737.08,33093.61,33152.06,102230000,-0.58
KSE100,2015-09-18,33199.82,33243.25,32728.20,32760.95,63260000,-1.18
KSE100,2015-09-21,32735.50,32842.89,32474.71,32826.24,67840000,0.20
KSE100,2015-09-22,32853.17,33160.57,32842.38,32882.02,74670000,0.17
KSE100,2015-09-23,32866.54,32874.26,32725.71,32822.84,81060000,-0.18
KSE100,2015-09-28,32872.89,32975.80,32647.42,32690.02,57010000,-0.40
