index_name,date,open,high,low,close,volume,change_pct
KSE100,2010-05-28,9442.91,9593.44,9426.21,9521.15,,0.86
KSE100,2010-05-31,9516.13,9542.93,9304.27,9326.42,,-2.05
KSE100,2010-06-01,9308.03,9339.96,9164.40,9294.18,,-0.35
KSE100,2010-06-02,9309.54,9528.22,9273.34,9499.06,,2.20
KSE100,2010-06-03,9514.77,9651.28,9466.52,9621.30,,1.29
KSE100,2010-06-04,9649.26,9665.29,9543.47,9636.88,,0.16
KSE100,2010-06-07,9627.08,9825.99,9531.65,9791.64,,1.61
KSE100,2010-06-08,9816.66,9822.16,9705.37,9763.17,,-0.29
KSE100,2010-06-09,9768.14,9779.30,9670.78,9678.38,,-0.87
KSE100,2010-06-10,9673.30,9692.33,9355.94,9379.78,,-3.09
KSE100,2010-06-11,9379.30,9499.61,9379.30,9471.12,,0.97
KSE100,2010-06-14,9312.40,9324.56,9131.11,9229.60,,-2.55
KSE100,2010-06-15,9239.94,9370.36,9176.27,9250.55,,0.23
KSE100,2010-06-16,9285.74,9481.83,9274.55,9436.88,,2.01
KSE100,2010-06-17,9405.73,9709.88,9320.49,9676.71,,2.54
KSE100,2010-06-18,9704.50,9820.35,9611.17,9645.71,,-0.32
KSE100,2010-06-21,9646.32,9691.53,9608.63,9651.31,,0.06
KSE100,2010-06-22,9665.27,9786.06,9663.37,9682.32,,0.32
KSE100,2010-06-23,9691.00,9745.15,9675.19,9715.39,,0.34
KSE100,2010-06-24,9721.28,9836.13,9720.11,9791.89,,0.79
KSE100,2010-06-25,9817.62,9848.15,9715.13,9796.85,,0.05
KSE100,2010-06-28,9790.64,9859.42,9656.33,9671.55,,-1.28
KSE100,2010-06-29,9676.93,9738.16,9568.87,9702.03,,0.32
KSE100,2010-06-30,9713.51,9749.82,9663.92,9721.91,,0.20
KSE100,2010-07-01,9739.77,9771.48,9707.61,9730.99,,0.09
KSE100,2010-07-02,9743.36,9756.73,9682.23,9697.65,,-0.34
KSE100,2010-07-05,9708.73,9730.24,9631.10,9637.97,,-0.62
KSE100,2010-07-06,9638.23,9684.13,9544.81,9575.20,,-0.65
KSE100,2010-07-07,9574.65,9800.39,9572.17,9789.69,,2.24
KSE100,2010-07-08,9797.16,9895.75,9781.76,9860.99,,0.73
KSE100,2010-07-09,9853.08,9993.38,9853.08,9974.40,,1.15
KSE100,2010-07-12,9979.98,10053.38,9945.44,9979.07,,0.05
KSE100,2010-07-13,10001.16,10131.37,9979.79,10114.65,,1.36
KSE100,2010-07-14,10137.33,10238.30,10130.23,10187.00,,0.72
KSE100,2010-07-15,10212.53,10258.81,10082.89,10095.80,,-0.90
KSE100,2010-07-16,10104.80,10177.26,10072.30,10153.85,,0.57
KSE100,2010-07-19,10184.79,10252.34,10180.13,10201.85,,0.47
KSE100,2010-07-20,10207.89,10276.60,10205.47,10251.53,,0.49
KSE100,2010-07-21,10252.92,10301.21,10174.01,10234.03,,-0.17
KSE100,2010-07-22,10236.08,10289.79,10210.69,10228.86,,-0.05
KSE100,2010-07-23,10248.09,10327.10,10233.54,10296.04,,0.66
KSE100,2010-07-26,10318.82,10350.17,10283.60,10297.68,,0.02
KSE100,2010-07-27,10313.39,10411.48,10303.88,10386.82,,0.87
KSE100,2010-07-28,10402.28,10467.06,10397.69,10436.29,,0.48
KSE100,2010-07-29,10449.53,10481.48,10416.54,10427.28,,-0.09
KSE100,2010-07-30,10442.94,10539.25,10432.45,10519.02,,0.88
KSE100,2010-08-02,10423.87,10423.87,10289.89,10373.53,,-1.38
KSE100,2010-08-03,10364.09,10430.56,10331.49,10388.64,,0.15
KSE100,2010-08-04,10427.34,10480.61,10378.32,10390.27,,0.02
KSE100,2010-08-05,10417.02,10435.93,10335.06,10351.72,,-0.37
KSE100,2010-08-06,10351.42,10410.63,10298.40,10315.20,,-0.35
KSE100,2010-08-09,10319.91,10325.85,9972.52,10026.20,,-2.80
KSE100,2010-08-10,10020.13,10036.81,9861.75,9892.32,,-1.34
KSE100,2010-08-11,9904.93,10001.45,9861.61,9875.68,,-0.17
KSE100,2010-08-12,9880.11,9918.24,9770.50,9792.81,,-0.84
KSE100,2010-08-13,9818.46,9840.12,9809.19,9823.37,,0.31
KSE100,2010-08-16,9819.64,9860.07,9517.41,9537.13,,-2.91
KSE100,2010-08-17,9537.13,9698.76,9488.35,9677.88,,1.48
KSE100,2010-08-18,9677.89,9766.75,9663.60,9705.00,,0.28
KSE100,2010-08-19,9705.00,9885.98,9705.00,9847.61,,1.47
KSE100,2010-08-20,9850.34,9874.17,9778.39,9860.35,,0.13
KSE100,2010-08-23,9874.03,9889.61,9793.57,9812.10,,-0.49
KSE100,2010-08-24,9813.79,9838.81,9634.37,9637.17,,-1.78
KSE100,2010-08-25,9639.29,9640.54,9497.75,9553.81,,-0.86
KSE100,2010-08-26,9562.60,9633.55,9544.49,9589.37,,0.37
KSE100,2010-08-27,9587.37,9635.37,9544.74,9598.71,,0.10
KSE100,2010-08-30,9602.55,9631.42,9492.69,9516.42,,-0.86
KSE100,2010-08-31,9531.92,9827.87,9531.92,9813.05,,3.12
KSE100,2010-09-01,9798.78,9813.05,9683.31,9735.38,,-0.79
KSE100,2010-09-02,9729.57,9833.71,9717.22,9762.89,,0.28
KSE100,2010-09-03,9765.89,9801.56,9675.61,9703.06,,-0.61
KSE100,2010-09-06,9692.29,9741.06,9664.57,9723.69,,0.21
KSE100,2010-09-07,9717.16,9767.62,9686.19,9748.14,,0.25
KSE100,2010-09-08,9737.86,9905.39,9715.23,9891.13,,1.47
KSE100,2010-09-09,9896.82,9942.59,9864.93,9879.33,,-0.12
KSE100,2010-09-14,9930.46,10108.12,9930.46,10068.36,,1.91
KSE100,2010-09-15,10097.62,10141.27,10019.22,10046.57,,-0.22
KSE100,2010-09-16,10132.94,10154.54,10007.91,10017.14,,-0.29
KSE100,2010-09-17,10018.67,10069.84,9960.15,10052.97,,0.36
KSE100,2010-09-20,10094.51,10095.48,10035.36,10063.58,,0.11
KSE100,2010-09-21,10067.23,10119.55,9989.62,9992.50,,-0.71
KSE100,2010-09-22,9999.89,10016.53,9923.69,9946.42,,-0.46
KSE100,2010-09-23,9953.07,9982.61,9860.59,9866.80,,-0.80
KSE100,2010-09-24,9867.21,9927.93,9814.88,9909.44,,0.43
KSE100,2010-09-27,9905.48,9958.07,9832.81,9936.79,,0.28
KSE100,2010-09-28,9956.40,10029.65,9952.16,9981.07,,0.45
KSE100,2010-09-29,9985.51,10024.62,9958.82,10022.25,,0.41
KSE100,2010-09-30,10011.24,10031.19,9933.67,10013.31,,-0.09
KSE100,2010-10-01,10012.12,10106.67,10002.43,10042.44,,0.29
KSE100,2010-10-04,10049.62,10072.38,10034.08,10045.03,,0.03
KSE100,2010-10-05,10054.54,10058.84,9993.77,10024.86,,-0.20
KSE100,2010-10-06,10034.73,10051.41,9995.99,10029.36,,0.04
KSE100,2010-10-07,10040.44,10200.37,10038.80,10191.68,,1.62
KSE100,2010-10-08,10206.96,10310.85,10201.53,10260.48,,0.68
KSE100,2010-10-11,10273.22,10338.73,10243.76,10322.55,,0.60
KSE100,2010-10-12,10310.40,10339.57,10263.66,10292.33,,-0.29
KSE100,2010-10-13,10288.86,10403.62,10283.13,10389.97,,0.95
KSE100,2010-10-14,10399.67,10476.32,10388.78,10409.02,,0.18
KSE100,2010-10-15,10411.05,10473.40,10402.71,10431.84,,0.22
KSE100,2010-10-18,10444.89,10537.28,10433.55,10484.39,,0.50
KSE100,2010-10-19,10516.30,10531.01,10448.06,10464.89,,-0.19
KSE100,2010-10-20,10457.84,10515.70,10436.33,10486.02,,0.20
KSE100,2010-10-21,10487.63,10604.30,10470.23,10558.74,,0.69
KSE100,2010-10-22,10561.42,10709.28,10553.60,10652.48,,0.89
KSE100,2010-10-25,10685.20,10769.53,10642.03,10703.71,,0.48
KSE100,2010-10-26,10702.03,10747.82,10640.05,10658.15,,-0.43
KSE100,2010-10-27,10657.10,10758.01,10657.10,10704.16,,0.43
KSE100,2010-10-28,10728.52,10772.71,10615.58,10634.99,,-0.65
KSE100,2010-10-29,10637.46,10660.72,10569.12,10598.40,,-0.34
KSE100,2010-11-01,10628.62,10667.09,10528.85,10538.27,,-0.57
KSE100,2010-11-02,10577.11,10695.50,10577.11,10681.87,,1.36
KSE100,2010-11-03,10699.27,10759.98,10610.09,10617.65,,-0.60
KSE100,2010-11-04,10615.32,10729.22,10604.82,10702.19,,0.80
KSE100,2010-11-05,10709.64,10923.51,10709.64,10882.00,,1.68
KSE100,2010-11-08,10901.16,11030.35,10901.16,10992.28,,1.01
KSE100,2010-11-10,11017.41,11047.21,10929.54,10941.94,,-0.46
KSE100,2010-11-11,10916.86,10995.85,10895.10,10905.24,,-0.34
KSE100,2010-11-12,10908.07,10928.30,10853.11,10874.02,,-0.29
KSE100,2010-11-15,10887.28,10934.89,10841.76,10909.65,,0.33
KSE100,2010-11-16,10933.91,10984.56,10933.91,10965.99,,0.52
KSE100,2010-11-22,10986.97,11211.61,10975.97,11205.84,,2.19
KSE100,2010-11-23,11236.64,11248.40,11142.35,11171.09,,-0.31
KSE100,2010-11-24,11167.80,11262.46,11123.82,11154.83,,-0.15
KSE100,2010-11-25,11172.64,11228.79,11109.72,11135.34,,-0.17
KSE100,2010-11-26,11150.48,11196.02,11134.42,11145.02,,0.09
KSE100,2010-11-29,11148.56,11176.08,11120.95,11163.43,,0.17
KSE100,2010-11-30,11167.93,11286.68,11159.06,11234.76,,0.64
KSE100,2010-12-01,11250.70,11329.06,11214.55,11221.81,,-0.12
KSE100,2010-12-02,11250.18,11360.95,11241.50,11343.55,,1.08
KSE100,2010-12-03,11346.44,11436.40,11346.44,11406.66,,0.56
KSE100,2010-12-06,11442.71,11486.01,11420.34,11440.07,,0.29
KSE100,2010-12-07,11454.88,11481.57,11408.05,11431.01,,-0.08
KSE100,2010-12-08,11440.30,11634.00,11440.30,11629.93,,1.74
KSE100,2010-12-09,11645.04,11649.51,11558.38,11569.09,,-0.52
KSE100,2010-12-10,11569.44,11676.82,11540.00,11620.15,,0.44
KSE100,2010-12-13,11624.91,11660.53,11577.41,11596.69,,-0.20
KSE100,2010-12-14,11604.58,11719.50,11602.25,11672.64,,0.65
KSE100,2010-12-15,11676.59,11817.92,11674.53,11786.09,,0.97
KSE100,2010-12-20,11857.67,11927.93,11835.91,11843.65,,0.49
KSE100,2010-12-21,11861.68,11897.42,11808.26,11825.06,,-0.16
KSE100,2010-12-22,11836.65,11877.28,11793.24,11848.62,,0.20
KSE100,2010-12-23,11889.72,11910.09,11767.00,11792.83,,-0.47
KSE100,2010-12-24,11800.39,11877.50,11767.31,11858.17,,0.55
KSE100,2010-12-27,11877.88,11943.96,11863.12,11909.73,,0.43
KSE100,2010-12-28,11904.37,11948.80,11829.04,11848.05,,-0.52
KSE100,2010-12-29,11861.41,11942.93,11815.20,11886.02,,0.32
KSE100,2010-12-30,11907.17,12048.52,11907.17,12031.46,,1.22
KSE100,2010-12-31,12039.05,12082.61,11979.88,12022.46,,-0.07
KSE100,2011-01-03,11914.65,11949.52,11761.52,11849.46,,-1.44
KSE100,2011-01-04,11863.10,12115.04,11863.10,12110.26,,2.20
KSE100,2011-01-05,12027.19,12213.19,12026.22,12140.84,,0.25
KSE100,2011-01-06,12141.72,12380.01,12141.72,12323.47,,1.50
KSE100,2011-01-07,12352.04,12430.16,12274.14,12389.04,,0.53
KSE100,2011-01-10,12392.76,12535.77,12264.27,12306.70,,-0.66
KSE100,2011-01-11,12320.15,12367.52,12245.31,12267.21,,-0.32
KSE100,2011-01-12,12274.15,12350.76,12229.73,12281.24,,0.11
KSE100,2011-01-13,12307.26,12481.06,12307.26,12459.44,,1.45
KSE100,2011-01-14,12496.38,12550.27,12458.98,12533.54,,0.59
KSE100,2011-01-17,12574.49,12696.54,12556.08,12681.94,,1.18
KSE100,2011-01-18,12716.64,12768.40,12626.20,12658.16,,-0.19
KSE100,2011-01-19,12668.19,12734.38,12559.73,12577.61,,-0.64
KSE100,2011-01-20,12610.20,12615.49,12387.08,12411.87,,-1.32
KSE100,2011-01-21,12441.07,12571.82,12406.46,12431.91,,0.16
KSE100,2011-01-24,12460.24,12483.26,12349.83,12370.59,,-0.49
KSE100,2011-01-25,12396.16,12483.21,12365.54,12455.75,,0.69
KSE100,2011-01-26,12461.50,12538.63,12461.50,12483.34,,0.22
KSE100,2011-01-27,12506.15,12557.01,12451.27,12477.00,,-0.05
KSE100,2011-01-28,12485.77,12532.87,12450.57,12481.44,,0.04
KSE100,2011-01-31,12464.36,12613.54,12267.89,12359.36,,-0.98
KSE100,2011-02-01,12352.96,12420.31,12174.58,12273.38,,-0.70
KSE100,2011-02-02,12297.01,12346.02,12172.22,12242.39,,-0.25
KSE100,2011-02-03,12264.85,12382.92,12243.93,12359.05,,0.95
KSE100,2011-02-04,12359.28,12442.01,12344.09,12414.41,,0.45
KSE100,2011-02-07,12425.55,12454.57,12391.74,12427.36,,0.10
KSE100,2011-02-08,12428.56,12447.85,12327.63,12360.94,,-0.53
KSE100,2011-02-09,12359.24,12366.55,12257.50,12299.28,,-0.50
KSE100,2011-02-10,12306.66,12324.43,12176.89,12187.47,,-0.91
KSE100,2011-02-11,12205.59,12236.63,11938.24,11943.34,,-2.00
KSE100,2011-02-14,11945.81,12040.53,11875.45,11946.09,,0.02
KSE100,2011-02-15,11948.75,12139.84,11948.75,12077.84,,1.10
KSE100,2011-02-17,12085.74,12142.03,12021.54,12061.77,,-0.13
KSE100,2011-02-18,12077.50,12142.93,11962.00,12041.15,,-0.17
KSE100,2011-02-21,12049.02,12106.96,11944.82,11964.68,,-0.64
KSE100,2011-02-22,11982.51,11983.05,11624.77,11649.38,,-2.64
KSE100,2011-02-23,11649.79,11694.09,11485.80,11523.42,,-1.08
KSE100,2011-02-24,11528.07,11635.32,11487.31,11539.26,,0.14
KSE100,2011-02-25,11516.41,11562.34,11100.67,11223.52,,-2.74
KSE100,2011-02-28,11186.42,11363.64,11077.43,11289.22,,0.59
KSE100,2011-03-01,11322.42,11626.74,11320.17,11608.43,,2.83
KSE100,2011-03-02,11634.10,11719.46,11536.98,11699.16,,0.78
KSE100,2011-03-03,11708.10,11774.71,11644.69,11762.00,,0.54
KSE100,2011-03-04,11765.52,12086.58,11742.24,12000.03,,2.02
KSE100,2011-03-07,12044.48,12158.01,11912.44,11974.55,,-0.21
KSE100,2011-03-08,11998.53,12000.92,11864.85,11940.01,,-0.29
KSE100,2011-03-09,11961.59,12139.67,11947.08,12128.15,,1.58
KSE100,2011-03-10,12177.00,12218.49,12089.07,12125.79,,-0.02
KSE100,2011-03-11,12124.15,12124.15,11995.76,12045.24,,-0.66
KSE100,2011-03-14,12056.11,12099.43,12027.34,12045.38,,0.00
KSE100,2011-03-15,12056.21,12056.21,11768.49,11829.24,,-1.79
KSE100,2011-03-16,11854.55,11921.61,11697.44,11794.57,,-0.29
KSE100,2011-03-17,11795.66,11933.56,11773.45,11858.27,,0.54
KSE100,2011-03-18,11876.60,11897.13,11589.97,11606.61,,-2.12
KSE100,2011-03-21,11574.19,11599.82,11348.42,11375.14,,-1.99
KSE100,2011-03-22,11397.90,11560.87,11397.90,11488.06,,0.99
KSE100,2011-03-24,11518.57,11587.03,11495.90,11564.25,,0.66
KSE100,2011-03-25,11597.52,11636.98,11531.41,11552.92,,-0.10
KSE100,2011-03-28,11534.84,11630.98,11534.84,11583.03,,0.26
KSE100,2011-03-29,11595.22,11750.75,11595.22,11711.40,,1.11
KSE100,2011-03-30,11717.30,11822.93,11683.23,11808.61,,0.83
KSE100,2011-03-31,11821.59,11887.29,11795.69,11809.54,,0.01
KSE100,2011-04-01,11809.40,11893.26,11809.40,11887.13,,0.66
KSE100,2011-04-04,11900.13,11950.76,11863.00,11873.28,,-0.12
KSE100,2011-04-05,11881.08,11919.91,11813.33,11901.37,,0.24
KSE100,2011-04-06,11912.07,11994.45,11912.07,11933.17,,0.27
KSE100,2011-04-07,11935.80,11953.25,11842.74,11848.84,,-0.71
KSE100,2011-04-08,11851.25,11958.49,11842.77,11905.86,,0.48
KSE100,2011-04-11,11932.31,11949.49,11865.98,11874.07,,-0.27
KSE100,2011-04-12,11867.39,11881.07,11778.46,11796.09,,-0.66
KSE100,2011-04-13,11802.61,11813.09,11714.92,11734.72,,-0.52
KSE100,2011-04-14,11755.22,11811.74,11622.02,11652.54,,-0.70
KSE100,2011-04-15,11656.04,11715.68,11566.36,11684.23,,0.27
KSE100,2011-04-18,11703.96,11737.83,11648.99,11674.83,,-0.08
KSE100,2011-04-19,11704.05,11704.05,11596.74,11599.28,,-0.65
KSE100,2011-04-20,11607.05,11779.92,11603.62,11745.06,,1.26
KSE100,2011-04-21,11752.90,11951.85,11743.86,11923.59,,1.52
KSE100,2011-04-22,11947.88,12023.32,11941.73,11954.37,,0.26
KSE100,2011-04-25,11963.49,11981.16,11898.60,11916.02,,-0.32
KSE100,2011-04-26,11911.31,11952.90,11891.44,11933.46,,0.15
KSE100,2011-04-27,11962.47,12050.38,11937.94,11947.44,,0.12
KSE100,2011-04-28,11950.97,11990.26,11935.85,11966.67,,0.16
KSE100,2011-04-29,11979.89,12135.51,11974.10,12057.54,,0.76
KSE100,2011-05-02,12089.91,12130.65,11967.23,12035.89,,-0.18
KSE100,2011-05-03,12045.31,12046.54,11894.78,11956.89,,-0.66
KSE100,2011-05-04,11974.59,12009.30,11638.95,11672.05,,-2.38
KSE100,2011-05-05,11693.98,11917.44,11693.98,11906.69,,2.01
KSE100,2011-05-06,11943.28,11945.87,11803.33,11879.96,,-0.22
KSE100,2011-05-09,11883.71,12003.64,11882.83,11932.68,,0.44
KSE100,2011-05-10,11953.45,12044.94,11942.93,12012.02,,0.66
KSE100,2011-05-11,12031.41,12143.72,12007.83,12036.36,,0.20
KSE100,2011-05-12,12034.58,12054.11,11945.69,11962.18,,-0.62
KSE100,2011-05-13,11959.94,12010.72,11941.65,11967.34,,0.04
KSE100,2011-05-16,11964.58,11968.75,11884.73,11902.12,,-0.54
KSE100,2011-05-17,11937.44,12036.36,11918.94,11930.24,,0.24
KSE100,2011-05-18,11942.89,11959.66,11863.19,11884.61,,-0.38
KSE100,2011-05-19,11894.66,11925.42,11873.69,11878.81,,-0.05
KSE100,2011-05-20,11884.80,11982.83,11840.03,11973.38,,0.80
KSE100,2011-05-23,11946.09,12044.57,11918.35,12030.64,,0.48
KSE100,2011-05-24,12045.07,12150.63,12045.07,12130.58,,0.83
KSE100,2011-05-25,12168.30,12217.43,12125.46,12168.12,,0.31
KSE100,2011-05-26,12175.65,12259.69,12171.39,12198.12,,0.25
KSE100,2011-05-27,12202.84,12241.35,12174.52,12225.52,,0.22
KSE100,2011-05-30,12227.00,12268.88,12180.40,12195.59,,-0.24
KSE100,2011-05-31,12168.75,12207.11,12100.40,12123.15,,-0.59
KSE100,2011-06-01,12128.34,12289.59,12116.51,12264.06,,1.16
KSE100,2011-06-02,12272.43,12295.07,12168.64,12179.81,,-0.69
KSE100,2011-06-03,12192.94,12267.10,12162.60,12236.66,,0.47
KSE100,2011-06-06,12154.46,12321.89,12140.94,12211.65,,-0.20
KSE100,2011-06-07,12215.62,12363.94,12212.30,12314.99,,0.85
KSE100,2011-06-08,12341.09,12405.15,12325.42,12367.29,,0.42
KSE100,2011-06-09,12382.34,12435.72,12313.25,12330.14,,-0.30
KSE100,2011-06-10,12334.97,12421.04,12323.92,12377.77,,0.39
KSE100,2011-06-13,12390.92,12424.87,12303.90,12353.36,,-0.20
KSE100,2011-06-14,12381.04,12391.01,12306.26,12337.94,,-0.12
KSE100,2011-06-15,12350.28,12399.45,12302.10,12317.15,,-0.17
KSE100,2011-06-16,12346.25,12385.42,12296.68,12369.12,,0.42
KSE100,2011-06-17,12377.44,12411.90,12306.11,12361.31,,-0.06
KSE100,2011-06-20,12367.20,12384.44,12130.07,12165.98,,-1.58
KSE100,2011-06-21,12164.71,12351.34,12164.71,12326.14,,1.32
KSE100,2011-06-22,12335.49,12409.11,12307.42,12369.41,,0.35
KSE100,2011-06-23,12375.08,12518.19,12363.37,12508.42,,1.12
